ix,iy,alon,alat,JAN00Z,JAN03Z,JAN06Z,JAN09Z,JAN12Z,JAN15Z,JAN18Z,JAN21Z,FEB00Z,FEB03Z,FEB06Z,FEB09Z,FEB12Z,FEB15Z,FEB18Z,FEB21Z,MAR00Z,MAR03Z,MAR06Z,MAR09Z,MAR12Z,MAR15Z,MAR18Z,MAR21Z,APR00Z,APR03Z,APR06Z,APR09Z,APR12Z,APR15Z,APR18Z,APR21Z,MAY00Z,MAY03Z,MAY06Z,MAY09Z,MAY12Z,MAY15Z,MAY18Z,MAY21Z,JUN00Z,JUN03Z,JUN06Z,JUN09Z,JUN12Z,JUN15Z,JUN18Z,JUN21Z,JUL00Z,JUL03Z,JUL06Z,JUL09Z,JUL12Z,JUL15Z,JUL18Z,JUL21Z,AUG00Z,AUG03Z,AUG06Z,AUG09Z,AUG12Z,AUG15Z,AUG18Z,AUG21Z,SEP00Z,SEP03Z,SEP06Z,SEP09Z,SEP12Z,SEP15Z,SEP18Z,SEP21Z,OCT00Z,OCT03Z,OCT06Z,OCT09Z,OCT12Z,OCT15Z,OCT18Z,OCT21Z,NOV00Z,NOV03Z,NOV06Z,NOV09Z,NOV12Z,NOV15Z,NOV18Z,NOV21Z,DEC00Z,DEC03Z,DEC06Z,DEC09Z,DEC12Z,DEC15Z,DEC18Z,DEC21Z
91,69,67.5,39,8.607,5.632,3.719,2.869,4.392,6.836,9.457,11.299,8.182,4.852,3.294,2.763,3.861,6.623,8.5,9.988,4.144,2.763,1.983,1.558,2.515,5.029,6.517,5.065,4.179,1.842,0.956,0.886,1.098,4.498,6.092,5.596,4.746,1.594,0.992,0.921,1.098,3.542,7.65,7.757,8.819,2.692,1.311,1.133,1.24,3.471,10.13,12.857,9.103,2.834,1.311,1.133,1.24,2.798,8.748,11.582,9.917,3.436,1.452,1.24,1.311,3.046,8.217,11.263,11.582,4.711,1.558,1.275,1.452,4.569,9.563,13.14,11.228,5.95,1.523,1.24,1.7,6.446,11.724,14.592,8.819,5.525,2.054,1.452,2.975,7.155,10.519,12.078,6.977,3.896,2.656,1.913,3.79,6.552,9.173,11.263
92,69,68.25,39,6.517,4.569,2.869,2.621,4.144,5.986,7.155,7.828,5.348,3.967,2.763,2.302,3.294,4.498,4.746,5.88,1.452,1.063,1.24,1.204,2.161,3.436,2.444,1.842,2.267,1.311,1.275,1.098,1.665,4.109,3.896,2.373,1.806,1.027,0.779,0.708,0.921,2.231,5.136,3.79,2.975,1.452,1.063,0.956,1.063,2.302,6.34,5.95,2.621,1.204,1.063,0.992,1.063,2.054,5.171,4.286,3.046,1.452,1.063,0.956,0.992,2.408,5.242,5.029,5.029,2.231,1.204,1.027,1.133,2.975,6.305,8.359,5.348,2.267,1.098,0.956,1.275,4.569,7.65,7.155,6.765,4.073,1.806,1.346,2.692,5.561,7.969,8.996,6.127,3.896,2.302,1.948,3.577,4.852,6.8,8.536
93,69,69,39,4.463,3.294,2.125,1.452,2.692,4.534,5.454,6.34,3.967,2.692,1.665,1.204,2.019,3.294,3.754,4.392,1.629,0.886,0.815,0.744,1.275,2.798,2.267,2.125,2.019,1.027,0.673,0.638,0.921,2.692,3.259,2.904,1.983,0.886,0.638,0.567,0.708,1.877,3.825,3.648,2.55,1.204,0.886,0.779,0.921,1.913,4.179,4.569,2.196,1.133,0.85,0.779,0.886,1.913,4.109,4.215,2.621,1.275,0.886,0.779,0.815,2.09,4.073,4.711,3.861,1.771,1.027,0.886,0.956,2.444,4.782,6.057,3.294,1.629,0.85,0.779,1.063,3.152,5.065,5.242,4.038,2.586,1.311,1.063,1.983,3.648,5.1,5.596,4.109,2.692,1.877,1.346,2.515,3.506,4.569,5.242
94,69,69.75,39,2.231,1.488,1.027,0.708,1.204,2.161,2.869,3.436,2.054,1.346,0.815,0.567,0.886,1.7,2.09,2.373,1.098,0.531,0.39,0.354,0.531,1.417,1.523,1.558,0.992,0.496,0.354,0.319,0.425,1.24,1.842,1.806,1.169,0.531,0.39,0.319,0.39,0.956,1.913,2.09,1.417,0.744,0.602,0.567,0.602,1.063,2.125,2.479,1.417,0.779,0.602,0.567,0.602,1.027,2.125,2.479,1.629,0.886,0.602,0.531,0.567,1.063,2.09,2.621,2.09,1.169,0.708,0.602,0.638,1.275,2.444,3.152,1.7,0.956,0.496,0.425,0.567,1.523,2.479,2.763,1.877,1.169,0.638,0.567,0.956,1.736,2.479,2.763,2.09,1.311,0.956,0.708,1.24,1.806,2.479,2.869
95,69,70.5,39,1.452,0.992,0.744,0.496,0.673,1.169,1.629,1.948,1.381,0.956,0.567,0.39,0.496,1.027,1.381,1.629,0.638,0.354,0.213,0.213,0.248,0.744,0.992,0.85,0.567,0.248,0.213,0.177,0.213,0.602,1.027,0.992,0.638,0.319,0.248,0.213,0.213,0.425,0.956,1.098,0.708,0.46,0.425,0.39,0.425,0.531,1.027,1.204,0.85,0.531,0.46,0.39,0.39,0.531,0.992,1.275,0.886,0.567,0.425,0.354,0.39,0.531,0.956,1.275,1.063,0.708,0.425,0.39,0.425,0.602,1.133,1.523,0.815,0.496,0.283,0.248,0.319,0.708,1.204,1.346,0.921,0.567,0.354,0.319,0.496,0.85,1.24,1.346,1.133,0.779,0.567,0.425,0.602,0.956,1.381,1.594
96,69,71.25,39,1.629,1.452,1.098,0.708,0.85,1.275,1.558,1.806,1.665,1.417,0.992,0.567,0.673,1.169,1.558,1.7,0.602,0.39,0.283,0.213,0.319,0.886,0.956,0.673,0.531,0.248,0.213,0.177,0.213,0.602,0.815,0.673,0.567,0.213,0.177,0.177,0.177,0.425,0.85,0.85,0.567,0.354,0.354,0.319,0.319,0.39,0.708,0.85,0.638,0.39,0.319,0.283,0.283,0.39,0.673,0.886,0.602,0.39,0.283,0.248,0.283,0.354,0.638,0.85,0.744,0.46,0.283,0.248,0.283,0.425,0.744,1.027,0.46,0.248,0.177,0.177,0.283,0.602,0.886,0.85,0.744,0.531,0.354,0.283,0.425,0.708,0.992,0.992,1.169,0.956,0.708,0.531,0.673,0.992,1.24,1.346
97,69,72,39,1.417,1.381,1.063,0.708,0.815,1.133,1.311,1.452,1.558,1.452,1.063,0.638,0.744,1.169,1.452,1.452,0.673,0.46,0.248,0.213,0.319,0.85,0.956,0.708,0.39,0.248,0.177,0.177,0.213,0.531,0.602,0.46,0.46,0.177,0.177,0.142,0.177,0.39,0.708,0.673,0.46,0.248,0.283,0.248,0.248,0.319,0.496,0.638,0.46,0.283,0.248,0.213,0.213,0.283,0.496,0.602,0.39,0.283,0.177,0.177,0.177,0.248,0.39,0.531,0.531,0.319,0.177,0.177,0.177,0.283,0.496,0.673,0.248,0.142,0.142,0.142,0.213,0.46,0.638,0.496,0.638,0.496,0.354,0.283,0.39,0.602,0.779,0.744,1.098,0.992,0.744,0.531,0.673,0.921,1.098,1.169
98,69,72.75,39,0.886,0.815,0.602,0.425,0.496,0.708,0.815,0.886,1.027,0.921,0.673,0.46,0.531,0.815,0.992,1.027,0.744,0.531,0.213,0.177,0.248,0.673,0.85,0.815,0.354,0.213,0.106,0.106,0.177,0.354,0.425,0.425,0.354,0.177,0.142,0.142,0.142,0.283,0.46,0.496,0.283,0.213,0.213,0.213,0.213,0.248,0.39,0.425,0.283,0.213,0.177,0.177,0.177,0.213,0.354,0.425,0.248,0.213,0.142,0.142,0.142,0.213,0.283,0.354,0.39,0.248,0.142,0.142,0.142,0.248,0.354,0.46,0.248,0.142,0.106,0.142,0.177,0.354,0.425,0.39,0.46,0.354,0.283,0.248,0.319,0.46,0.531,0.531,0.744,0.708,0.531,0.425,0.496,0.638,0.779,0.85
99,69,73.5,39,1.098,0.956,0.673,0.46,0.531,0.886,1.098,1.169,1.204,1.098,0.779,0.46,0.567,0.956,1.204,1.275,0.921,0.673,0.319,0.213,0.354,0.886,1.204,1.098,0.46,0.283,0.142,0.142,0.177,0.425,0.567,0.531,0.39,0.213,0.177,0.142,0.142,0.283,0.531,0.602,0.319,0.213,0.213,0.177,0.177,0.248,0.425,0.496,0.319,0.213,0.177,0.142,0.177,0.248,0.425,0.496,0.319,0.213,0.177,0.142,0.142,0.248,0.425,0.531,0.496,0.283,0.177,0.142,0.142,0.319,0.602,0.708,0.425,0.248,0.177,0.177,0.248,0.46,0.567,0.567,0.531,0.425,0.319,0.283,0.39,0.531,0.602,0.638,0.956,0.85,0.708,0.531,0.602,0.779,0.956,1.098
100,69,74.25,39,2.338,1.877,1.311,0.815,0.921,1.736,2.444,2.692,2.621,2.408,1.558,0.85,0.992,1.842,2.515,2.834,1.877,1.204,0.638,0.425,0.567,1.381,2.231,2.373,0.886,0.496,0.283,0.248,0.319,0.638,1.098,1.169,0.638,0.319,0.213,0.177,0.213,0.39,0.85,1.027,0.567,0.319,0.248,0.213,0.213,0.319,0.708,0.886,0.602,0.283,0.213,0.177,0.177,0.283,0.638,0.886,0.638,0.354,0.213,0.177,0.177,0.354,0.744,1.027,0.886,0.46,0.248,0.177,0.213,0.567,1.133,1.417,1.133,0.673,0.39,0.319,0.496,1.133,1.7,1.665,1.346,0.992,0.708,0.602,0.744,1.169,1.558,1.665,2.444,1.983,1.417,1.063,1.169,1.736,2.302,2.656
101,69,75,39,3.294,2.373,1.24,0.744,1.169,2.727,3.79,4.109,3.967,3.223,1.204,0.779,1.133,2.621,3.754,4.215,3.011,1.771,1.063,0.815,0.992,2.196,3.4,3.967,1.417,0.85,0.531,0.46,0.531,1.098,1.877,2.019,1.063,0.496,0.319,0.319,0.354,0.779,1.558,1.806,1.098,0.602,0.354,0.283,0.354,0.673,1.452,1.806,1.169,0.531,0.39,0.283,0.39,0.744,1.523,1.842,1.381,0.779,0.46,0.425,0.531,0.956,1.771,2.267,1.594,0.815,0.46,0.39,0.602,1.204,2.125,2.586,2.267,1.24,0.921,0.779,1.027,1.983,3.117,3.471,2.019,1.346,0.921,0.744,1.133,1.913,2.515,2.586,2.975,2.338,1.523,1.063,1.488,2.267,3.046,3.542
102,69,75.75,39,18.134,11.865,7.332,5.029,7.438,14.415,21.924,25.749,20.826,15.443,6.8,5.525,6.659,12.999,20.649,26.351,10.307,7.296,4.109,3.152,3.471,7.19,11.936,14.911,6.411,3.896,1.877,1.629,1.983,3.931,7.686,9.882,5.419,2.125,1.24,1.098,1.346,2.338,6.021,8.217,5.384,1.842,1.169,1.063,1.24,1.913,4.463,7.544,5.702,1.913,1.133,1.098,1.169,1.7,4.888,7.686,6.305,2.763,1.311,1.24,1.346,2.161,5.1,8.465,6.623,3.754,1.594,1.488,2.019,3.861,7.225,9.953,7.367,5.738,2.869,2.373,2.94,5.809,9.705,11.83,10.555,6.8,4.746,4.604,6.411,11.051,16.045,17.249,14.522,9.988,7.863,7.969,9.528,12.68,17.143,19.586
103,69,76.5,39,17.745,13.176,7.119,4.711,6.871,11.369,16.151,19.48,18.807,14.486,5.773,3.79,4.959,10.944,16.434,20.72,12.503,8.855,3.046,1.913,2.231,7.792,12.751,15.407,10.023,6.305,1.736,1.24,1.381,5.632,9.634,12.255,8.111,3.684,1.275,0.956,1.098,3.577,7.509,9.811,7.155,2.479,1.027,0.85,0.921,2.515,4.923,7.65,7.19,2.763,1.063,0.886,0.886,2.408,5.809,8.146,8.182,4.073,1.275,0.992,0.956,2.834,5.632,8.536,8.571,5.454,1.594,1.204,1.452,5.313,8.784,10.732,11.476,7.898,2.267,1.629,2.515,7.615,11.936,14.486,12.113,8.607,4.427,3.365,5.454,9.528,13.813,15.23,15.832,10.944,7.296,5.632,7.934,11.192,15.053,17.78
104,69,77.25,39,11.44,9.598,4.604,3.4,4.923,7.332,9.492,11.546,13.742,11.015,3.931,2.55,3.613,7.863,11.192,13.92,11.121,8.04,2.231,1.24,1.629,6.021,10.059,12.786,8.253,5.277,1.629,0.956,1.133,4.711,7.65,9.421,6.907,3.754,1.204,0.815,1.133,3.471,5.809,7.686,5.738,2.692,0.992,0.708,0.85,2.479,3.79,5.454,5.632,2.834,1.027,0.708,0.85,2.55,4.569,5.915,6.836,3.931,1.275,0.815,0.921,3.152,4.746,6.446,7.509,5.136,1.523,0.956,1.452,4.711,6.73,7.969,10.13,6.942,1.877,1.133,2.373,6.198,9.386,11.724,9.386,6.765,2.94,2.09,3.684,5.986,8.571,9.953,9.103,6.871,4.073,3.081,4.321,6.269,7.969,9.563
105,69,78,39,6.482,5.561,2.869,2.444,3.117,4.463,5.773,6.907,7.757,6.198,2.444,1.842,2.302,4.392,6.198,7.65,6.021,4.463,1.523,0.886,1.063,3.223,5.348,6.765,4.002,2.656,1.098,0.638,0.744,2.55,3.967,4.64,3.754,2.267,0.815,0.567,0.744,2.054,3.081,4.109,3.188,1.806,0.744,0.531,0.567,1.523,2.302,3.117,2.834,1.7,0.708,0.496,0.567,1.452,2.373,2.94,3.436,2.125,0.85,0.531,0.567,1.948,2.975,3.719,4.25,3.011,1.133,0.708,0.921,2.621,3.613,4.321,5.702,4.002,1.417,0.85,1.452,3.436,5.1,6.411,5.277,3.861,1.771,1.381,2.09,3.223,4.604,5.49,4.534,3.684,2.267,2.054,2.408,3.365,4.321,5.029
106,69,78.75,39,5.029,4.215,2.444,2.161,2.373,3.329,4.675,5.738,4.817,3.825,1.913,1.558,1.629,2.586,3.825,4.782,2.763,2.196,1.133,0.708,0.673,1.558,2.373,2.975,1.736,1.275,0.708,0.46,0.425,1.169,1.736,2.09,1.842,1.133,0.531,0.425,0.39,0.886,1.417,1.983,1.736,1.063,0.531,0.39,0.354,0.673,1.311,1.806,1.275,0.85,0.46,0.354,0.319,0.531,1.027,1.346,1.417,0.956,0.496,0.354,0.319,0.779,1.523,1.913,2.161,1.594,0.815,0.496,0.496,1.204,1.771,2.231,2.975,2.231,1.027,0.638,0.744,1.771,2.586,3.259,3.329,2.479,1.381,1.133,1.381,2.161,3.152,3.754,3.436,2.692,1.842,1.771,1.948,2.621,3.719,4.286
107,69,79.5,39,5.49,4.782,2.55,2.161,2.373,3.4,4.888,6.234,4.711,3.754,1.806,1.417,1.523,2.408,3.577,4.64,2.338,1.842,0.956,0.638,0.638,1.311,1.806,2.302,1.452,1.133,0.602,0.425,0.39,0.921,1.311,1.558,1.452,0.956,0.496,0.354,0.319,0.673,1.098,1.523,1.417,0.886,0.496,0.354,0.319,0.531,1.063,1.452,1.027,0.673,0.39,0.319,0.283,0.46,0.85,1.133,1.133,0.815,0.425,0.319,0.283,0.602,1.027,1.311,1.736,1.346,0.673,0.46,0.425,0.992,1.417,1.736,2.515,1.948,0.886,0.531,0.673,1.523,2.09,2.656,3.294,2.444,1.311,1.063,1.311,2.09,3.011,3.719,3.613,2.834,1.806,1.7,1.842,2.656,3.861,4.64
108,69,80.25,39,6.163,5.561,2.763,2.231,2.444,3.648,5.242,6.8,4.817,3.896,1.736,1.346,1.488,2.55,3.754,4.817,2.161,1.629,0.744,0.567,0.602,1.311,1.665,2.054,1.24,0.921,0.46,0.354,0.354,0.886,1.133,1.311,1.275,0.85,0.425,0.319,0.319,0.779,1.133,1.417,1.275,0.779,0.425,0.354,0.319,0.638,1.063,1.275,0.921,0.567,0.319,0.283,0.248,0.531,0.85,1.027,0.956,0.673,0.354,0.248,0.248,0.673,0.956,1.098,1.594,1.169,0.531,0.39,0.425,0.992,1.346,1.665,2.302,1.736,0.708,0.496,0.673,1.452,1.913,2.408,3.365,2.479,1.275,1.027,1.311,2.125,3.011,3.754,3.754,3.081,1.913,1.629,1.771,2.692,4.038,4.994
109,69,81,39,5.809,5.419,2.834,2.267,2.408,3.506,4.923,6.092,3.719,3.081,1.558,1.24,1.381,2.267,3.294,4.038,1.523,1.098,0.531,0.496,0.531,1.098,1.346,1.523,0.85,0.602,0.319,0.283,0.283,0.673,0.815,0.921,0.921,0.673,0.354,0.283,0.283,0.673,0.956,1.063,0.921,0.567,0.354,0.283,0.283,0.531,0.85,0.956,0.673,0.39,0.248,0.213,0.213,0.425,0.602,0.708,0.708,0.46,0.248,0.213,0.213,0.567,0.779,0.85,1.169,0.779,0.39,0.319,0.354,0.779,1.063,1.275,1.629,1.204,0.531,0.425,0.602,1.169,1.452,1.771,2.727,2.019,1.169,0.956,1.204,1.877,2.515,3.152,3.436,2.798,1.806,1.523,1.629,2.479,3.684,4.534
110,69,81.75,39,3.825,3.577,2.302,2.019,2.054,2.586,3.471,4.002,2.196,1.736,1.133,1.063,1.133,1.558,2.125,2.479,0.815,0.602,0.39,0.425,0.425,0.673,0.85,0.921,0.531,0.39,0.248,0.213,0.248,0.425,0.531,0.567,0.602,0.46,0.319,0.248,0.248,0.425,0.567,0.638,0.567,0.425,0.283,0.248,0.248,0.354,0.531,0.602,0.39,0.283,0.213,0.177,0.177,0.248,0.39,0.425,0.39,0.283,0.177,0.177,0.177,0.319,0.425,0.46,0.602,0.46,0.283,0.248,0.248,0.46,0.638,0.673,0.815,0.602,0.39,0.354,0.46,0.708,0.85,0.992,1.594,1.169,0.886,0.815,0.921,1.24,1.594,1.877,2.302,1.771,1.417,1.311,1.311,1.7,2.444,2.869
111,69,82.5,39,2.373,2.161,1.771,1.736,1.736,1.877,2.231,2.444,1.169,0.992,0.886,0.886,0.921,0.992,1.204,1.311,0.46,0.39,0.354,0.39,0.39,0.425,0.496,0.531,0.283,0.213,0.177,0.177,0.213,0.248,0.283,0.319,0.354,0.319,0.283,0.248,0.213,0.283,0.354,0.39,0.354,0.319,0.248,0.213,0.213,0.248,0.319,0.354,0.248,0.213,0.177,0.177,0.142,0.177,0.248,0.248,0.248,0.213,0.177,0.142,0.142,0.213,0.248,0.283,0.39,0.319,0.248,0.213,0.213,0.283,0.354,0.39,0.46,0.354,0.319,0.319,0.354,0.425,0.496,0.531,0.921,0.744,0.744,0.744,0.744,0.779,0.956,1.027,1.24,1.027,1.027,1.063,1.063,1.133,1.417,1.523
112,69,83.25,39,1.452,1.311,1.417,1.523,1.488,1.381,1.523,1.629,0.779,0.708,0.744,0.815,0.779,0.744,0.779,0.85,0.283,0.248,0.319,0.354,0.354,0.319,0.319,0.354,0.213,0.177,0.177,0.177,0.177,0.177,0.213,0.248,0.248,0.283,0.248,0.213,0.213,0.213,0.248,0.283,0.213,0.248,0.213,0.177,0.177,0.213,0.248,0.248,0.177,0.177,0.177,0.142,0.142,0.177,0.213,0.213,0.177,0.177,0.142,0.142,0.142,0.177,0.213,0.213,0.213,0.213,0.213,0.177,0.177,0.213,0.248,0.283,0.283,0.248,0.283,0.319,0.319,0.319,0.319,0.354,0.531,0.46,0.638,0.673,0.602,0.567,0.638,0.673,0.85,0.638,0.886,0.956,0.921,0.85,0.956,1.027
113,69,84,39,1.381,1.204,1.311,1.311,1.311,1.275,1.381,1.488,0.779,0.708,0.708,0.744,0.744,0.708,0.744,0.815,0.283,0.248,0.283,0.319,0.319,0.283,0.319,0.319,0.177,0.177,0.177,0.177,0.177,0.177,0.213,0.213,0.248,0.248,0.248,0.213,0.213,0.213,0.248,0.248,0.177,0.213,0.213,0.177,0.177,0.177,0.177,0.213,0.142,0.177,0.142,0.142,0.142,0.142,0.142,0.177,0.142,0.142,0.142,0.142,0.142,0.142,0.177,0.177,0.213,0.213,0.213,0.177,0.177,0.213,0.248,0.248,0.248,0.213,0.283,0.319,0.283,0.283,0.319,0.319,0.531,0.46,0.638,0.602,0.567,0.567,0.602,0.638,0.921,0.673,0.921,0.992,0.956,0.886,0.992,1.027
114,69,84.75,39,1.346,1.098,1.275,1.275,1.275,1.311,1.417,1.488,0.815,0.708,0.744,0.744,0.744,0.708,0.744,0.779,0.248,0.213,0.283,0.319,0.319,0.283,0.283,0.283,0.177,0.177,0.177,0.177,0.177,0.177,0.213,0.213,0.213,0.213,0.213,0.213,0.213,0.213,0.213,0.248,0.142,0.213,0.213,0.177,0.177,0.177,0.177,0.177,0.142,0.177,0.142,0.142,0.142,0.106,0.142,0.142,0.106,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.213,0.213,0.213,0.177,0.177,0.177,0.213,0.248,0.248,0.248,0.283,0.283,0.283,0.283,0.319,0.319,0.531,0.496,0.638,0.602,0.567,0.567,0.638,0.638,0.921,0.708,0.992,1.063,1.027,0.992,1.027,1.027
115,69,85.5,39,1.523,1.275,1.488,1.452,1.488,1.558,1.7,1.771,0.886,0.779,0.85,0.779,0.779,0.779,0.85,0.886,0.283,0.213,0.283,0.283,0.283,0.283,0.283,0.319,0.177,0.177,0.177,0.177,0.177,0.177,0.213,0.213,0.213,0.213,0.213,0.213,0.177,0.213,0.248,0.248,0.142,0.213,0.213,0.177,0.177,0.177,0.177,0.177,0.106,0.142,0.142,0.142,0.106,0.106,0.106,0.142,0.106,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.248,0.213,0.213,0.177,0.177,0.213,0.248,0.248,0.283,0.248,0.283,0.319,0.283,0.319,0.319,0.319,0.638,0.567,0.708,0.673,0.638,0.638,0.708,0.744,1.063,0.85,1.169,1.204,1.204,1.169,1.204,1.204
116,69,86.25,39,1.771,1.523,1.771,1.736,1.736,1.842,1.983,2.054,0.956,0.815,0.921,0.85,0.85,0.85,0.921,0.956,0.283,0.248,0.248,0.283,0.283,0.283,0.283,0.319,0.213,0.177,0.177,0.177,0.177,0.177,0.213,0.213,0.213,0.213,0.213,0.177,0.177,0.213,0.213,0.248,0.177,0.213,0.213,0.177,0.177,0.177,0.213,0.213,0.106,0.142,0.142,0.106,0.106,0.106,0.106,0.106,0.106,0.106,0.142,0.142,0.142,0.106,0.106,0.142,0.248,0.213,0.177,0.177,0.177,0.213,0.248,0.283,0.283,0.248,0.283,0.319,0.283,0.319,0.319,0.319,0.708,0.602,0.744,0.744,0.708,0.708,0.779,0.815,1.204,1.063,1.346,1.381,1.346,1.346,1.346,1.346
117,69,87,39,1.877,1.665,1.842,1.877,1.877,1.913,2.019,2.054,0.815,0.673,0.779,0.779,0.779,0.744,0.779,0.815,0.213,0.177,0.248,0.248,0.248,0.248,0.248,0.248,0.177,0.142,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.213,0.213,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.071,0.142,0.106,0.106,0.106,0.106,0.106,0.106,0.106,0.106,0.142,0.142,0.106,0.106,0.106,0.106,0.213,0.177,0.177,0.177,0.177,0.177,0.177,0.248,0.248,0.213,0.283,0.283,0.283,0.283,0.283,0.283,0.638,0.531,0.708,0.744,0.673,0.673,0.708,0.744,1.24,1.098,1.381,1.417,1.381,1.346,1.381,1.381
118,69,87.75,39,1.488,1.311,1.523,1.665,1.665,1.594,1.558,1.558,0.496,0.354,0.531,0.638,0.602,0.531,0.496,0.496,0.142,0.106,0.213,0.248,0.213,0.213,0.177,0.177,0.106,0.106,0.142,0.177,0.177,0.142,0.142,0.106,0.106,0.142,0.177,0.142,0.142,0.142,0.142,0.142,0.106,0.142,0.177,0.142,0.142,0.142,0.142,0.142,0.071,0.106,0.106,0.106,0.106,0.106,0.071,0.071,0.071,0.106,0.106,0.106,0.106,0.106,0.106,0.106,0.142,0.106,0.142,0.142,0.142,0.142,0.142,0.142,0.177,0.142,0.248,0.248,0.248,0.213,0.213,0.213,0.46,0.39,0.567,0.673,0.567,0.496,0.531,0.531,0.992,0.85,1.098,1.204,1.133,1.098,1.098,1.098
119,69,88.5,39,0.496,0.39,0.602,0.815,0.85,0.744,0.638,0.531,0.213,0.142,0.283,0.39,0.39,0.319,0.248,0.213,0.106,0.106,0.213,0.213,0.213,0.177,0.142,0.142,0.071,0.106,0.142,0.177,0.177,0.142,0.142,0.106,0.071,0.142,0.142,0.142,0.142,0.142,0.142,0.106,0.071,0.142,0.142,0.142,0.142,0.142,0.142,0.106,0.035,0.106,0.106,0.106,0.106,0.106,0.071,0.071,0.071,0.106,0.106,0.106,0.106,0.106,0.106,0.071,0.106,0.106,0.142,0.142,0.142,0.142,0.106,0.106,0.142,0.142,0.213,0.213,0.213,0.177,0.177,0.142,0.213,0.177,0.354,0.425,0.39,0.319,0.283,0.248,0.354,0.248,0.425,0.602,0.638,0.531,0.46,0.425
120,69,89.25,39,0.319,0.248,0.354,0.496,0.531,0.496,0.425,0.354,0.177,0.142,0.248,0.354,0.354,0.283,0.248,0.213,0.106,0.142,0.213,0.213,0.213,0.177,0.142,0.142,0.106,0.142,0.177,0.177,0.177,0.142,0.142,0.106,0.071,0.142,0.142,0.142,0.142,0.142,0.142,0.106,0.071,0.142,0.142,0.142,0.142,0.142,0.142,0.106,0.035,0.106,0.106,0.106,0.106,0.071,0.071,0.071,0.071,0.106,0.106,0.106,0.106,0.106,0.106,0.106,0.071,0.142,0.142,0.142,0.142,0.106,0.106,0.106,0.106,0.177,0.213,0.213,0.213,0.177,0.142,0.142,0.177,0.142,0.319,0.354,0.319,0.283,0.248,0.213,0.248,0.177,0.354,0.46,0.496,0.39,0.354,0.319
121,69,90,39,0.354,0.319,0.39,0.496,0.531,0.531,0.46,0.425,0.248,0.213,0.283,0.354,0.354,0.354,0.319,0.283,0.142,0.177,0.213,0.213,0.213,0.213,0.177,0.177,0.106,0.177,0.177,0.177,0.177,0.142,0.177,0.142,0.106,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.106,0.142,0.142,0.142,0.142,0.142,0.142,0.106,0.035,0.106,0.106,0.106,0.106,0.071,0.071,0.071,0.071,0.106,0.106,0.106,0.106,0.106,0.106,0.106,0.106,0.142,0.142,0.142,0.142,0.142,0.142,0.106,0.142,0.213,0.213,0.213,0.213,0.213,0.177,0.177,0.213,0.213,0.319,0.354,0.354,0.283,0.283,0.248,0.319,0.283,0.425,0.496,0.496,0.46,0.425,0.39
122,69,90.75,39,0.673,0.602,0.46,0.531,0.567,0.638,0.708,0.708,0.531,0.46,0.319,0.354,0.425,0.46,0.531,0.567,0.319,0.248,0.213,0.213,0.248,0.248,0.319,0.354,0.248,0.177,0.177,0.177,0.177,0.213,0.248,0.283,0.213,0.177,0.142,0.142,0.177,0.177,0.248,0.248,0.177,0.142,0.142,0.142,0.142,0.177,0.213,0.213,0.142,0.106,0.106,0.106,0.106,0.106,0.142,0.177,0.177,0.106,0.106,0.106,0.106,0.142,0.177,0.213,0.177,0.142,0.142,0.142,0.142,0.177,0.213,0.248,0.283,0.213,0.213,0.213,0.248,0.248,0.319,0.354,0.46,0.39,0.354,0.354,0.39,0.425,0.496,0.496,0.567,0.496,0.496,0.496,0.567,0.602,0.673,0.673
123,69,91.5,39,0.744,0.673,0.496,0.531,0.602,0.673,0.744,0.779,0.602,0.531,0.354,0.39,0.46,0.531,0.602,0.638,0.354,0.248,0.213,0.213,0.248,0.283,0.354,0.39,0.283,0.213,0.177,0.177,0.177,0.213,0.283,0.319,0.213,0.177,0.142,0.142,0.177,0.213,0.248,0.283,0.213,0.177,0.142,0.142,0.142,0.177,0.213,0.248,0.142,0.106,0.106,0.106,0.106,0.106,0.177,0.177,0.177,0.106,0.106,0.106,0.106,0.142,0.177,0.213,0.213,0.177,0.142,0.142,0.177,0.177,0.248,0.248,0.319,0.248,0.213,0.213,0.248,0.283,0.319,0.354,0.496,0.425,0.39,0.39,0.425,0.46,0.531,0.567,0.638,0.567,0.531,0.531,0.602,0.638,0.708,0.744
